"Pricing, Delivery_Terms_Quote_Appr","Pricing, Delivery_Terms_Approved",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Opportunity_ID,Sales_Contract_No,USD_factor,Total_Amount_USD,Total_Taxable_Amount_USD,Family_group_mean,Product_group_mean,Items,Total_Amount_mean,ASP_(converted)_mean,TRF_min,TRF_max,Planned_min_range,Planned_max_range,Territory_TRF_mean,Territory_TRF_count,Territory_TRF_max,QuoteExpiry-OppCreated,OppCreated-AccCreated,OppCreated-LastMod,PlanStart-OppCreated,target,Account_Name_0,Account_Name_1,Account_Name_2,Account_Name_3,Account_Name_4,Account_Name_5,Account_Name_6,Account_Name_7,Account_Name_8,Account_Name_9,Account_Name_10,Account_Owner_0,Account_Owner_1,Account_Owner_2,Account_Owner_3,Account_Owner_4,Account_Owner_5,Delivery_Terms_0,Delivery_Terms_1,Delivery_Terms_2,Delivery_Terms_3,Last_Modified_By_0,Last_Modified_By_1,Last_Modified_By_2,Last_Modified_By_3,Last_Modified_By_4,Last_Modified_By_5,Bureaucratic_Code_0,Bureaucratic_Code_1,Bureaucratic_Code_2,ASP_Currency_0,ASP_Currency_1,ASP_Currency_2,Billing_Country_0,Billing_Country_1,Billing_Country_2,Billing_Country_3,Billing_Country_4,Billing_Country_5,Billing_Country_6,Quote_Type_0,Quote_Type_1,Total_Amount_Currency_0,Total_Amount_Currency_1,Total_Amount_Currency_2,Region_0,Region_1,Region_2,Opportunity_Type_0,Opportunity_Type_1,Opportunity_Type_2,Opportunity_Type_3,Opportunity_Type_4,Opportunity_Owner_0,Opportunity_Owner_1,Opportunity_Owner_2,Opportunity_Owner_3,Opportunity_Owner_4,Opportunity_Owner_5,Source_0,Source_1,Source_2,Source_3,Account_Type_0,Account_Type_1,Account_Type_2
1,1,0,0,6549,2725.4149789452576,1.0,3000.0,414723.0,411.5,232.5,2,207361.5,0.47127685216188675,0,1,7,7,0.7693538707741548,4999,150,-121,755,-92,26,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0
0,0,0,0,6550,3426.0,1.0,5800.0,5800.0,763.0,579.0,1,5800.0,0.4,0,0,28,28,0.31065759637188206,441,17,22,546,-92,145,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0
1,1,1,1,6551,2725.4149789452576,1.0,236379.0,236379.0,95.0,12.0,1,236379.0,0.38,1,1,60,60,2.4981458590852905,809,100,37,0,-159,144,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0
0,0,0,0,6553,3421.0,1.1311052631578946,44325.18749999999,44325.18749999999,499.0,340.0,1,44325.18749999999,0.42982,0,0,21,21,1.572232645403377,533,50,5,954,-92,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
0,0,0,0,6554,2725.4149789452576,1.1311052631578946,44325.18749999999,44325.18749999999,499.0,340.0,1,44325.18749999999,0.42982,0,0,21,21,0.7368421052631579,285,98,5,1565,-92,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
1,1,1,1,6555,2725.4149789452576,1.1310886075949367,62549.2,62549.2,66.0,45.0,1,62549.2,0.44678,0,0,21,21,0.7368421052631579,285,98,5,454,-92,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0
1,1,1,1,6562,2725.4149789452576,1.0,5147940.0,25549342.5,557.0,58.0,2,12774671.25,0.5125,10,40,25,30,1.795275590551181,254,40,99,7,-92,235,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0
1,1,1,1,6564,2725.4149789452576,1.0,5222610.0,5222610.0,478.0,35.0,1,5222610.0,0.435,12,12,61,61,1.5161290322580645,31,12,-224,1081,-91,234,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0
1,1,1,1,6565,2725.4149789452576,1.0,1545772.5,1545772.5,478.0,75.0,1,1545772.5,0.515,3,3,23,23,1.795275590551181,254,40,7,8,-91,103,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0
1,1,0,0,6566,2725.4149789452576,1.0,750.0,111828.0,223.0,203.0,2,55914.0,0.46377685216188674,0,0,11,11,0.7693538707741548,4999,150,-122,148,-91,39,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0
0,0,0,0,6567,3473.0,1.0,85260.0,247660.0,1249.0,836.0,3,82553.33333333333,0.40666666666666673,0,0,30,30,5.683774834437086,1208,180,-122,1565,-91,53,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0
1,1,1,1,6568,3752.0,1.0,85260.0,682080.0,1249.0,836.0,8,85260.0,0.42,0,0,27,27,5.683774834437086,1208,180,-122,1565,-91,84,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0
1,1,1,1,6569,3474.0,1.0,85260.0,1193640.0,1249.0,836.0,14,85260.0,0.42,0,0,30,30,5.683774834437086,1208,180,-122,1565,-91,112,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0
0,0,0,0,6570,2725.4149789452576,1.0,4140.0,4140.0,478.0,212.0,1,4140.0,0.4,0,0,0,0,1.3352601156069364,173,20,21,224,-91,50,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0
1,1,1,1,6571,2725.4149789452576,1.0,426420.0,426420.0,478.0,120.0,1,426420.0,0.4,1,1,37,37,2.4981458590852905,809,100,52,580,-91,53,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0
1,1,0,0,6572,3425.0,0.061686507590753024,1110.3571366335545,30146.196259601,312.5,312.5,6,2227.076098657694,0.4578564202698112,0,0,0,0,0.7693538707741548,4999,150,1,934,-91,25,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,0,0,6573,3424.0,0.061686507590753024,1110.3571366335545,36291.714578329775,298.3333333333333,298.3333333333333,6,2552.0066656268705,0.4578564202698112,0,0,0,0,0.7693538707741548,4999,150,1,934,-91,25,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
0,0,0,0,6574,3532.0,1.0,91080.0,91080.0,478.0,212.0,1,91080.0,0.4,0,0,16,16,2.4981458590852905,809,100,98,10,-97,102,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0
1,1,0,0,6575,3423.0,0.061686507590753024,1110.3571366335545,34075.62679313197,312.5,312.5,6,2322.523198657694,0.4578564202698112,0,0,0,0,0.7693538707741548,4999,150,1,934,-91,25,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,1,1,6576,2725.4149789452576,1.0,665280.0,776160.0,238.0,62.5,2,388080.0,0.375,0,2,30,45,2.4981458590852905,809,100,52,98,-91,112,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0
1,1,0,0,6577,2725.4149789452576,0.061686507590753024,197.39682429040968,87218.5530825657,313.6,276.8,5,7724.436356474653,0.4413409634590188,0,0,0,0,0.7693538707741548,4999,150,1,934,-188,-157,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,0,0,6578,3432.0,0.061686507590753024,1110.3571366335545,29325.765708643987,384.0,364.4,5,2737.1108511416983,0.4413409634590188,0,0,0,0,0.7693538707741548,4999,150,1,934,-91,11,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,0,0,6579,3433.0,0.061686507590753024,98.69841214520484,52802.41676753278,298.4,274.8,5,4829.46301396662,0.4413409634590188,0,0,0,0,0.7693538707741548,4999,150,1,934,-91,11,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
0,0,0,0,6580,2725.4149789452576,1.0,216027.0,216027.0,619.0,122.0,1,216027.0,0.381,1,1,45,45,2.4981458590852905,809,100,21,0,-91,22,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0
1,1,0,0,6581,2725.4149789452576,1.0,4997057.0,4997057.0,95.0,23.0,1,4997057.0,0.38,13,13,14,14,2.4981458590852905,809,100,52,0,-91,112,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0
1,1,1,1,6582,2725.4149789452576,1.0,605640.0,0.0,246.0,20.0,1,605640.0,0.515,1,1,2,2,4.557894736842106,760,128,20,1541,-90,73,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
1,1,0,0,6583,2725.4149789452576,1.0,3900.0,0.0,251.5,72.5,2,229934.625,0.46377685216188674,0,1,12,12,4.557894736842106,760,128,56,0,-112,38,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
1,1,0,0,6584,2725.4149789452576,1.0,1500.0,261600.0,223.0,180.5,2,130800.0,0.47127685216188675,0,1,0,0,6.70873786407767,206,180,7,182,-90,24,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0
1,1,0,0,6586,4857.0,0.061686507590753024,197.39682429040968,93128.12050975984,401.6,364.8,5,7286.470798573733,0.4413409634590188,0,0,0,0,0.7693538707741548,4999,150,0,935,-291,298,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,0,0,6587,3530.0,0.061686507590753024,789.5872971616387,300891.97926587146,391.6,354.8,5,23245.15366502804,0.4413409634590188,0,0,0,0,0.7693538707741548,4999,150,0,935,-90,31,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,0,0,6588,3448.0,0.061686507590753024,3331.071409900663,98266.60659206957,281.5,222.5,2,8583.68270495033,0.41856185216188674,0,0,0,0,0.7693538707741548,4999,150,0,742,-90,40,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,0,0,6589,3449.0,0.061686507590753024,3331.071409900663,98266.60659206957,281.5,222.5,2,8583.68270495033,0.41856185216188674,0,0,0,0,0.7693538707741548,4999,150,0,742,-90,40,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,0,0,6590,3422.0,0.061686507590753024,4626.488069306477,42795.01464108491,203.0,180.5,2,5094.662784653238,0.41856185216188674,0,0,0,0,0.7693538707741548,4999,150,0,742,-90,21,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,0,1,0,6591,2725.4149789452576,1.0,718725.0,718725.0,636.0,51.0,1,718725.0,0.37,2,2,7,7,1.8051948051948052,154,37,-123,756,-206,249,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0
1,1,0,0,6592,3510.0,0.008990399999999999,31286.591999999997,31286.591999999997,763.0,579.0,1,31286.591999999997,0.44952,0,0,0,0,0.5095447870778267,681,36,-123,57,-90,45,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0
1,1,0,0,6593,3430.0,0.061686507590753024,1110.3571366335545,30146.196259601,312.5,312.5,6,2227.076098657694,0.4578564202698112,0,0,0,0,0.7693538707741548,4999,150,3,935,-90,24,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,0,0,6594,3431.0,0.061686507590753024,1110.3571366335545,34075.62679313197,312.5,312.5,6,2322.523198657694,0.4578564202698112,0,0,0,0,0.7693538707741548,4999,150,3,935,-90,24,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
0,0,0,0,6595,3427.0,1.0,5800.0,5800.0,1249.0,836.0,1,5800.0,0.4,0,0,31,31,0.31065759637188206,441,17,20,436,-300,20,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0
1,1,0,0,6596,3632.0,1.0,777777.0,777777.0,95.0,5.0,1,777777.0,0.37,2,2,12,12,2.4981458590852905,809,100,34,571,-90,94,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0
1,1,0,0,6597,3460.0,0.008990363636363635,704.6197499999998,704.6197499999998,297.0,179.0,1,704.6197499999998,0.49446999999999997,0,0,0,0,0.5095447870778267,681,36,49,1057,-90,10,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0
0,0,0,0,6602,3507.0,1.0,23751.0,0.0,636.0,336.0,1,23751.0,0.39,0,0,0,0,1.8051948051948052,154,37,30,941,-87,35,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0
1,1,1,1,6603,3438.0,0.008990399999999999,182505.12,182505.12,763.0,579.0,1,182505.12,0.44952,0,0,0,0,0.5095447870778267,681,36,79,864,-87,56,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0
0,0,0,0,6604,3463.0,1.1310833333333334,82455.975,82455.975,619.0,383.0,1,82455.975,0.40719,0,0,30,30,2.5175718849840254,313,35,17,306,-87,49,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
1,0,1,0,6605,2725.4149789452576,1.131090909090909,1963751.9649999996,1963751.9649999996,1249.0,40.0,1,1963751.9649999996,0.43546999999999997,5,5,25,25,2.309576837416481,449,87,140,1372,-185,294,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0
1,1,0,0,6606,2725.4149789452576,1.0,1517958.6,24472857.9,842.5,68.46153846153847,26,941263.7653846155,0.4600000000000003,1,3,0,0,3.162627551020408,1568,429,47,1571,-86,223,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1,1,0,0,6607,3467.0,0.061686507590753024,1110.3571366335545,29467.64467610272,304.8,304.8,5,2846.6364663232043,0.45212896345901876,0,0,0,0,0.7693538707741548,4999,150,7,939,-86,7,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
0,0,0,0,6608,2725.4149789452576,1.0,81200.0,81200.0,763.0,579.0,1,81200.0,0.4,0,0,14,14,5.683774834437086,1208,180,-127,412,-134,17,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0
1,1,1,1,6609,5221.0,1.1311071428571426,69251.80859999999,69251.80859999999,1249.0,836.0,1,69251.80859999999,0.31671,0,0,0,0,2.309576837416481,449,87,419,1571,-381,384,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0
1,0,1,0,6610,2725.4149789452576,1.1310882352941174,1929387.6899999995,1929387.6899999995,1249.0,40.0,1,1929387.6899999995,0.38456999999999997,5,5,74,74,2.309576837416481,449,87,216,1571,-231,335,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0
1,0,1,0,6611,4254.0,1.1311076923076921,277637.45249999996,293352.77999999997,297.0,123.0,2,146676.38999999998,0.36761,0,1,4,11,2.01307966706302,1682,81,171,232,-316,202,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0
1,1,1,1,6612,2725.4149789452576,1.1310833333333334,126432.49500000001,126432.49500000001,619.0,383.0,1,126432.49500000001,0.40719,0,0,4,4,0.07142857142857142,70,2,16,621,-86,83,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
0,0,0,0,6613,3804.0,1.1310933333333335,43741.50565546667,43741.50565546667,499.0,340.0,1,43741.50565546667,0.42416000000000004,0,0,4,4,5.178571428571429,28,19,116,0,-162,161,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0
1,0,1,0,6614,3186.0,1.0,3900.0,76846.5,126.08333333333333,92.75,12,6403.875,0.29999999999999993,0,0,14,14,0.31065759637188206,441,17,4,1454,-135,6,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0
0,0,0,0,6615,3187.0,1.1311052631578946,231329.12399999998,231329.12399999998,381.0,63.0,1,231329.12399999998,0.42982,1,1,3,3,1.2350746268656716,268,60,18,1202,-135,83,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
1,1,0,0,6616,3335.0,0.061686507590753024,1788.9087201318378,17889.087201318376,514.5,422.5,2,2067.7073600659187,0.41856185216188674,0,0,0,0,0.7693538707741548,4999,150,1,697,-135,69,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,0,0,6617,3336.0,0.061686507590753024,4626.488069306477,44876.934272272825,514.5,422.5,2,5246.376534653238,0.41856185216188674,0,0,0,0,0.7693538707741548,4999,150,6,697,-135,80,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,1,1,6618,3185.0,1.0,47124.0,47124.0,24.0,21.0,1,47124.0,0.34,0,0,7,7,2.4981458590852905,809,100,8,0,-135,14,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0
1,1,1,1,6619,3201.0,1.0,20312.5,80058.7,11.142857142857142,11.142857142857142,7,11436.957142857142,0.1842857142857143,0,0,30,30,0.1834862385321101,218,20,4,606,-345,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0
