"Pricing, Delivery_Terms_Quote_Appr","Pricing, Delivery_Terms_Approved",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Opportunity_ID,USD_factor,Total_Taxable_Amount_USD,Family_group_mean,Product_group_mean,Items,Total_Amount_mean,ASP_(converted)_mean,TRF_min,TRF_max,Planned_min_range,Planned_max_range,Territory_TRF_mean,Territory_TRF_count,Territory_TRF_max,target,Account_Name_0,Account_Name_1,Account_Name_2,Account_Name_3,Account_Name_4,Account_Name_5,Account_Name_6,Account_Name_7,Account_Name_8,Account_Name_9,Account_Name_10,Account_Type_0,Account_Type_1,Account_Type_2,Source _0,Source _1,Source _2,Source _3,Last_Modified_By_0,Last_Modified_By_1,Last_Modified_By_2,Last_Modified_By_3,Last_Modified_By_4,Last_Modified_By_5,Billing_Country_0,Billing_Country_1,Billing_Country_2,Billing_Country_3,Billing_Country_4,Billing_Country_5,Billing_Country_6,Region_0,Region_1,Region_2,Delivery_Terms_0,Delivery_Terms_1,Delivery_Terms_2,Delivery_Terms_3,Opportunity_Type_0,Opportunity_Type_1,Opportunity_Type_2,Opportunity_Type_3,Opportunity_Type_4,ASP_Currency_0,ASP_Currency_1,ASP_Currency_2,Bureaucratic_Code_0,Bureaucratic_Code_1,Bureaucratic_Code_2,Account_Owner_0,Account_Owner_1,Account_Owner_2,Account_Owner_3,Account_Owner_4,Account_Owner_5,Total_Amount_Currency_0,Total_Amount_Currency_1,Total_Amount_Currency_2,Quote_Type_0,Quote_Type_1,Opportunity_Owner_0,Opportunity_Owner_1,Opportunity_Owner_2,Opportunity_Owner_3,Opportunity_Owner_4,Opportunity_Owner_5
1,1,1,1,4730,1.0,670052.25,1249.0,47.0,1,670052.25,0.4401,2,2,30,30,2.01307966706302,1682,81,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0
1,1,1,1,4731,1.131090909090909,164172.18999999997,1249.0,836.0,1,164172.18999999997,0.43546999999999997,0,0,4,4,2.01307966706302,1682,81,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1
1,1,1,0,4732,1.131102564102564,434954.18,1249.0,317.0,1,434954.18,0.44113,1,1,25,25,0.7693538707741548,4999,150,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0
0,0,0,0,4733,1.131086419753086,200499.20648148144,1249.0,836.0,2,100250.09999999998,0.46092,0,0,18,29,2.01307966706302,1682,81,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,4734,1.1310843373493975,204188.99999999997,1249.0,836.0,1,204188.99999999997,0.4694,0,0,29,29,2.01307966706302,1682,81,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,0,4735,1.1310967741935485,3506680.512,619.0,58.0,1,3506680.512,0.35064,10,10,32,32,10.6,5,30,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
1,1,0,0,4736,1.0,309894.0,763.0,100.0,1,309894.0,0.39,1,1,0,0,0.5095447870778267,681,36,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0
0,0,0,0,4737,1.0,4199.0,8.0,8.0,1,4199.0,0.38,0,0,10,10,0.31065759637188206,441,17,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1
1,1,1,1,4738,1.0,25503.4,517.0,354.4,5,5100.679999999999,0.34,0,0,15,15,0.31065759637188206,441,17,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1
1,0,1,0,4739,1.0,0.0,636.0,81.0,1,1143800.0,0.38,3,3,0,0,1.8051948051948052,154,37,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0
1,1,0,0,4740,0.061686507590753024,50727.89951725575,468.0,406.6666666666667,3,7460.005419603386,0.447199136215849,0,0,0,0,0.7693538707741548,4999,150,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
0,0,0,0,4741,1.0,0.0,636.0,336.0,1,20475.0,0.39,0,0,7,7,1.8051948051948052,154,37,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1,1,1,1,4742,1.1310882352941174,4231231.424999999,619.0,32.0,1,4231231.424999999,0.38456999999999997,11,11,38,38,2.01307966706302,1682,81,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0
1,1,0,0,4743,0.008990363636363635,11837.611799999999,297.0,179.0,1,11837.611799999999,0.49446999999999997,0,0,0,0,0.7693538707741548,4999,150,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
0,0,0,0,4744,1.0,163590.0,113.0,64.0,1,163590.0,0.41,0,0,16,16,0.7693538707741548,4999,150,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1
1,1,1,1,4745,1.1310999999999998,1339267.6439999996,381.0,114.0,1,1339267.6439999996,0.45243999999999995,3,3,44,44,1.572232645403377,533,50,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
1,0,0,0,4746,1.1310833333333334,296739.7125,499.0,96.0,1,296739.7125,0.40719,1,1,16,16,2.01307966706302,1682,81,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1
0,0,0,0,4747,1.1310952380952382,51662.775,1249.0,836.0,1,51662.775,0.47506000000000004,0,0,0,0,0.7368421052631579,285,98,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1
1,1,1,1,4748,1.0,156800.0,540.0,442.0,1,156800.0,0.4,0,0,0,0,0.5095447870778267,681,36,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0
1,1,1,1,4749,1.0,78400.0,540.0,442.0,1,78400.0,0.4,0,0,0,0,0.5095447870778267,681,36,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0
1,1,0,0,4750,0.008990399999999999,26577.87,140.0,95.0,1,26577.87,0.44952,0,0,0,0,0.5095447870778267,681,36,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
1,1,1,1,4751,1.1310952380952382,99762.6,246.0,219.0,1,99762.6,0.47506000000000004,0,0,0,0,2.5175718849840254,313,35,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1
1,1,1,1,4752,1.0,158090.63,4.0,4.0,1,158090.63,0.375,0,0,30,30,0.7693538707741548,4999,150,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0
1,1,1,1,4753,1.131098591549296,5141559.084000001,340.3333333333333,99.0,3,1713853.0280000002,0.40154,3,6,29,29,1.572232645403377,533,50,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1
1,1,1,1,4754,1.131098591549296,926995.2440000002,163.0,11.0,1,926995.2440000002,0.40154,2,2,51,51,1.572232645403377,533,50,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1
1,1,1,1,4755,1.0,0.0,26.0,4.0,1,403457.25,0.37,1,1,0,0,4.557894736842106,760,128,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,4756,1.0,739935.0,1249.0,441.5,2,369967.5,0.405,0,2,0,9,3.162627551020408,1568,429,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,4757,1.0,4279104.0,163.0,19.0,1,4279104.0,0.38,11,11,43,43,3.162627551020408,1568,429,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4758,1.0,271377.0,381.0,63.0,1,271377.0,0.38,1,1,2,2,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4759,1.0,271377.0,381.0,63.0,1,271377.0,0.38,1,1,2,2,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4760,1.0,271377.0,381.0,63.0,1,271377.0,0.38,1,1,2,2,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4761,1.0,271377.0,381.0,63.0,1,271377.0,0.38,1,1,2,2,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4762,1.0,2573088.0,238.0,36.0,1,2573088.0,0.35,7,7,4,4,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,4763,1.0,1061910.0,381.0,114.0,1,1061910.0,0.38,3,3,4,4,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,4764,1.0,1065501.0,27.0,6.0,1,1065501.0,0.38,3,3,4,4,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,4765,1.0,980784.0,238.0,36.0,1,980784.0,0.35,3,3,4,4,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4766,1.0,2662641.0,381.0,114.0,1,2662641.0,0.38,7,7,4,4,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4767,1.0,271377.0,381.0,63.0,1,271377.0,0.38,1,1,6,6,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4768,1.0,271377.0,381.0,63.0,1,271377.0,0.38,1,1,6,6,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4769,1.0,271377.0,381.0,63.0,1,271377.0,0.38,1,1,6,6,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4770,1.0,271377.0,381.0,63.0,1,271377.0,0.38,1,1,6,6,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4771,1.0,271377.0,381.0,63.0,1,271377.0,0.38,1,1,4,4,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4772,1.0,271377.0,381.0,63.0,1,271377.0,0.38,1,1,4,4,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4773,1.0,271377.0,381.0,63.0,1,271377.0,0.38,1,1,4,4,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4774,1.0,271377.0,381.0,63.0,1,271377.0,0.38,1,1,4,4,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4775,1.0,2658708.0,381.0,114.0,1,2658708.0,0.38,7,7,14,14,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
0,0,0,0,4776,0.5019348703864422,57.421349172209,238.0,101.0,1,57.421349172209,0.0,0,0,9,9,0.31065759637188206,441,17,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0
0,0,0,0,4777,1.0,85260.0,1249.0,836.0,1,85260.0,0.42,0,0,9,9,5.683774834437086,1208,180,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1,1,1,1,4778,1.0,1170552.0,163.0,43.0,1,1170552.0,0.38,3,3,6,6,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,4779,1.0,1077216.0,238.0,36.0,1,1077216.0,0.35,3,3,6,6,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
0,0,0,0,4780,1.0,85260.0,763.0,579.0,1,85260.0,0.42,0,0,8,8,5.683774834437086,1208,180,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,4781,1.0,85260.0,763.0,579.0,1,85260.0,0.42,0,0,4,4,5.683774834437086,1208,180,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,4782,1.0,85260.0,763.0,579.0,1,85260.0,0.42,0,0,4,4,5.683774834437086,1208,180,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,4783,1.0,85260.0,763.0,579.0,1,85260.0,0.42,0,0,9,9,5.683774834437086,1208,180,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1,1,1,1,4784,1.0,1077326.25,95.0,10.0,1,1077326.25,0.35,3,3,6,6,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
0,0,0,0,4785,1.0,85260.0,763.0,579.0,1,85260.0,0.42,0,0,9,9,5.683774834437086,1208,180,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1,1,1,1,4786,1.0,574358.4,238.0,24.0,1,574358.4,0.37,2,2,6,6,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,4787,1.0,2658708.0,381.0,114.0,1,2658708.0,0.38,7,7,5,5,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,4788,1.0,2186748.0,381.0,114.0,1,2186748.0,0.38,6,6,5,5,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,4789,1.0,5266287.0,381.0,109.0,1,5266287.0,0.38,14,14,43,43,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4790,1.0,2658708.0,381.0,114.0,1,2658708.0,0.38,7,7,12,12,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,0,1,0,4791,1.0,2658708.0,381.0,114.0,1,2658708.0,0.38,7,7,12,12,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,4792,1.0,2127753.0,381.0,114.0,1,2127753.0,0.38,6,6,3,3,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,4793,1.0,694260.0,259.0,9.0,1,694260.0,0.38,2,2,3,3,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,4794,1.0,570570.0,259.0,9.0,1,570570.0,0.38,2,2,3,3,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,4795,1.0,430597.44,238.0,47.0,1,430597.44,0.3445,1,1,14,14,6.70873786407767,206,180,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
